,Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
168,Nyctereutes procyonoides,mammalia,carnivora,canidae,1,0,8.5,57.5,6.5,1,1,0,0,65.5,7,120,0,0,1,1,0,0,0,0,0,0,0,1,0
169,Macaca mulatta,mammalia,primates,cercopithecidae,1,0,30,50,6,1,0,2,1,165,1,365,0,0,1,0,0,0,0,0,0,0,0,1,1
170,Mustela lutreola,mammalia,carnivora,mustelidae,0,1,9,391,0.675,0,0,1,1,53.5,4.5,70,0,0,1,1,0,0,0,0,1,0,0,1,0
171,Bassariscus astutus,mammalia,carnivora,procyonidae,1,0,11.5,36,0.5,0,1,0,1,52.5,2.5,63,0,0,0,0,0,0,0,0,0,1,0,1,1
172,Pongo abelii,mammalia,primates,hominidae,0,1,42.5,108.5648855,67.5,0,0,2,1,270,1,3102.5,0,0,1,0,0,0,0,0,0,0,0,0,1
173,Canis aureus,mammalia,carnivora,canidae,2,0,12,85,11,1,0,0,0,63,5,56,1,0,1,1,0,0,0,0,1,1,0,1,1
174,Herpestes ichneumon,mammalia,carnivora,herpestidae,1,0,16,54,2.5,1,0,1,0,77,3.127071823,365,1,0,1,1,0,0,0,0,0,1,0,1,1
175,Uncia uncia,mammalia,carnivora,felidae,0,1,18,112.5,41,0,0,1,1,97.5,2.5,150,0,0,1,0,0,0,0,0,1,0,1,0,0
176,Ovis orientalis ,mammalia,artiodactyla,bovidae,0,1,10,127.5,90,1,0,2,1,210,1.5,365.5171233,0,0,1,0,0,0,0,0,1,1,0,1,0
177,Tursiops truncatus,mammalia,artiodactyla,delphinidae,1,0,45,300,400,1,0,1,1,360,1,570,1,0,1,1,1,0,0,0,0,0,0,1,1
178,Arctictis binturong,mammalia,carnivora,viverridae,0,1,21.5,77.5,11.5,0,1,2,0,91,4,49,0,0,1,0,0,0,0,0,0,0,0,1,1
179,Equus ferus,mammalia,perissodactyla,equidae,2,1,22.5,200,250,1,0,2,1,360.75,1,210,0,0,1,0,0,0,0,0,1,1,0,1,0
180,Echinops telfairi,mammalia,afrosoricida,tenrecidae,1,0,12,15,0.2,0,1,0,1,49,5.5,30,1,0,0,0,0,0,0,0,0,1,0,0,1
181,Cebus capucinus,mammalia,primates,cebidae,0,0,42.5,394,3,1,0,0,1,165,1,270,0,0,0,0,0,0,0,0,0,0,0,0,1
182,Perameles gunnii,mammalia,peramelemorphia,peramelidae,0,1,2.5,31,0.5,0,1,0,1,12,2.5,86,0,0,0,0,1,0,0,0,0,0,0,1,0
183,Leopardus geoffroyi,mammalia,carnivora,felidae,1,0,14,60,3.5,0,1,1,1,72.5,2.5,240,0,0,0,0,0,0,0,0,0,1,0,1,0
184,Rucervus duvaucelii ,mammalia,artiodactyla,cervidae,0,1,21.5,172.5,205,1,0,2,1,245,1,210,0,0,1,0,0,0,0,0,0,1,0,1,1
185,Trichosurus vulpecula,mammalia,diprotodontia,phalangeridae,0,0,14,45,2.5,0,1,2,1,17,1,240,0,0,0,0,1,0,0,0,0,1,0,1,1
186,Mustela frenata,mammalia,carnivora,mustelidae,1,0,8,35,0.265,0,1,1,1,280,6,36,0,0,0,0,0,0,0,0,1,1,0,1,1
187,Hapalemur aureus,mammalia,primates,lemuridae,0,1,17.5,36.5,1,1,0,2,0,138,1,1095,1,0,0,0,0,0,0,0,0,0,0,1,1
188,Bassaricyon neblina,mammalia,carnivora,procyonidae,0,0,22.5,355,0.9,0,1,1,1,122.66,1,206.2866242,0,0,0,0,0,0,0,0,0,0,0,1,1
189,Aonyx cinerea,mammalia,carnivora,mustelidae,0,1,13.5,53,62.73570161,1,0,1,0,60,3.5,98,0,0,1,1,0,0,0,0,0,0,0,1,1
190,Phodopus campbelli,mammalia,rodentia,cricetidae,1,0,2,128.2635659,0.023,0,1,2,1,44.67741935,8,17,0,0,1,0,0,0,0,0,1,1,0,0,0
191,Cerdocyon thous,mammalia,carnivora,canidae,1,0,11,65,6.5,1,1,0,0,55.5,4,90,0,0,0,0,0,0,0,0,0,1,0,1,1
192,Smutsia gigantea,mammalia,pholidota,manidae,0,1,20,132.5,33,0,1,3,1,140,1,105,1,0,0,0,0,0,0,0,0,0,0,0,1
193,Cynocephalus volans,mammalia,dermoptera,cynocephalidae,1,0,17,39,1,0,1,2,1,60,1,180,0,0,1,0,0,0,0,0,0,0,0,0,1
194,Chrysocyon brachyurus,mammalia,carnivora,canidae,1,0,14,100,23,0,1,0,0,62.5,4,365,0,0,0,0,0,0,0,0,0,0,0,1,1
195,Ateles marginatus,mammalia,primates,atelidae,0,1,20,42.5,5,1,0,2,1,216,1,497.5637255,0,0,0,0,0,0,0,0,0,0,0,0,1
196,Taurotragus oryx,mammalia,artiodactyla,bovidae,1,0,20,272.5,621,1,0,2,1,255,1,730,1,0,0,0,0,0,0,0,0,1,0,1,1
197,Equus quagga,mammalia,perissodactyla,equidae,1,0,24.5,200,280,1,0,2,1,393,1,730,1,0,0,0,0,0,0,0,0,0,0,1,1
198,Litocranius walleri,mammalia,artiodactyla,bovidae,0,0,10.5,150,40,1,0,2,1,165,1,365,1,0,0,0,0,0,0,0,0,1,0,1,1
199,Ornithorhynchus anatinus,mammalia,monotremata,ornithorhynchidae,0,0,16,46.5,1,0,1,1,1,10,1.5,135,0,0,0,0,1,0,0,0,0,0,0,1,0
200,Ovis canadensis,mammalia,artiodactyla,bovidae,1,0,11.5,170,88.5,1,0,2,1,165,1.5,150,0,0,0,0,0,0,0,0,1,1,1,1,0
201,Bos mutus,mammalia,artiodactyla,bovidae,0,1,25,250,153,1,0,2,1,263.5,1,365,0,0,1,0,0,0,0,0,1,0,0,1,0
202,Canis lycaon,mammalia,carnivora,canidae,1,1,7,125.5,26.5,1,1,1,0,60,5.5,259,0,0,0,0,0,0,0,0,1,0,1,1,0
203,Equus africanus,mammalia,perissodactyla,equidae,0,1,37.5,200,252.5,1,0,2,1,1,1,679.7222222,1,0,0,0,0,0,0,0,0,1,0,0,0
204,Lontra canadensis,mammalia,carnivora,mustelidae,1,0,19.5,88,7.5,1,0,1,1,60,3.5,90,0,0,0,0,0,0,0,0,1,0,1,1,0
205,Herpestes javanicus,mammalia,carnivora,herpestidae,1,0,6,33,0,0,0,0,1,49,3,206.2866242,0,0,1,0,0,0,0,0,0,1,0,1,1
206,Hydrurga leptonyx,mammalia,carnivora,phocidae,1,0,26,250,400,0,0,1,1,255,1,30,1,1,0,0,1,0,0,0,1,0,1,0,0
207,Vicugna pacos,mammalia,artiodactyla,camelidae,1,0,12.5,1725,60,1,0,2,1,293.5,1,180,1,1,1,1,1,1,1,1,0,1,1,0,1
208,Bradypus tridactylus,mammalia,pilosa,bradypodidae,1,0,20.14285714,60,4.5,0,0,2,1,180,1,379.1666667,0,0,0,0,0,0,0,0,0,0,0,0,1
209,Ursus maritimus,mammalia,carnivora,ursidae,1,1,27.5,150,475,0,0,1,1,270,2.5,912.5,0,0,1,1,0,0,0,0,0,0,1,0,0
210,Canis dingo,mammalia,carnivora,canidae,1,0,10,135.5,16.5,1,0,1,0,63,4.5,56,0,0,0,0,1,0,0,0,0,1,0,1,1
211,Carlito syrichta,mammalia,primates,tarsiidae,0,0,16,108.5648855,0.125,1,1,3,0,180,1,51,0,0,1,0,0,0,0,0,0,0,0,0,1
212,Hippotragus niger,mammalia,artiodactyla,bovidae,1,0,17.5,222.5,227.5,0,1,2,1,270,1,180,1,0,0,0,0,0,0,0,0,1,0,1,1
213,Vulpes bengalensis,mammalia,carnivora,canidae,0,0,10,50,3.5,1,0,0,0,55,4.5,135,0,0,1,0,0,0,0,0,0,1,0,1,1
214,Equus africanus asinus,mammalia,perissodactyla,equidae,1,0,31,229.4210526,280,1,0,2,1,375,1,150,1,1,1,1,1,1,1,1,1,1,0,1,1
215,Prionailurus viverrinus,mammalia,carnivora,felidae,0,1,12,67.5,10.5,0,1,1,1,65,2.5,300,0,0,1,0,0,0,0,0,0,0,0,1,1
216,Mus musculus,mammalia,rodentia,muridae,1,0,9,8.5,0.0175,0,1,0,1,20,5.5,21,1,0,1,1,1,0,0,0,1,1,1,1,1
217,Equus quagga quagga,mammalia,perissodactyla,equidae,1,1,30,257,275,1,0,2,1,360.75,1,679.7222222,1,1,1,1,1,1,1,1,0,1,0,1,1
218,Pseudocheirus peregrinus,mammalia,diprotodontia,pseudocheiridae,1,0,6.5,30,9.722638298,0,1,2,0,120,2.5,180,0,0,0,0,1,0,0,0,0,1,0,1,1
219,Sylvicapra grimmia,mammalia,artiodactyla,bovidae,0,0,11,100,18.5,1,1,0,0,165,1.5,60,1,0,0,0,0,0,0,0,0,0,0,1,1
220,Meles meles,mammalia,carnivora,mustelidae,1,0,11,73,11,1,1,0,1,315,3.5,270,1,0,1,1,0,0,0,0,1,1,0,1,0
221,Aonyx capensis,mammalia,carnivora,mustelidae,0,0,12.5,84,13,0,0,1,1,63,3,52.5,1,0,0,0,0,0,0,0,0,1,0,1,1
222,Neofelis nebulosa,mammalia,carnivora,felidae,0,1,14,88,17,0,1,1,1,90,3,270,0,0,1,0,0,0,0,0,0,0,0,1,1
223,Eutamias sibiricus,mammalia,rodentia,sciuridae,1,0,6,21.5,0.1,0,0,0,1,31.5,5.5,56,0,0,1,1,0,0,0,0,1,0,1,1,0
224,Otocolobus manul,mammalia,carnivora,felidae,0,0,9.5,55.5,3,0,0,1,1,66.5,4.5,135,0,0,1,0,0,0,0,0,1,1,1,1,0
225,Sciurus aberti,mammalia,rodentia,sciuridae,1,0,7,52,0.7555,1,0,2,1,43,3,70,0,0,0,0,0,0,0,0,1,1,0,1,0
226,Phoca largha,mammalia,carnivora,phocidae,1,0,35,150,95,0,0,1,0,240,1,21,0,0,1,0,0,0,0,0,1,0,0,1,0
227,Erinaceus europaeus,mammalia,eulipotyphla,erinaceidae,1,0,8,24.5,0.5,0,1,0,1,35,5,35,0,0,1,1,0,0,0,0,1,0,0,1,0
228,Macropus fuliginosus,mammalia,diprotodontia,macropodidae,2,0,15,55,41,1,0,2,1,30,1,510,0,0,0,0,1,0,0,0,0,0,0,1,1
229,Glaucomys volans,mammalia,rodentia,sciuridae,1,0,7.5,232.5,0.0635,1,1,0,1,40,2.5,120,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Mustela nigripes,mammalia,carnivora,mustelidae,0,1,6,39.5,0.4505,0,1,1,1,40,3.5,206.2866242,0,0,0,0,0,0,0,0,1,1,0,1,0
231,Rousettus aegyptiacus,mammalia,chiroptera,pteropodidae,1,0,23.5,15.5,0.363952381,1,1,2,1,105,1.5,270,1,0,1,1,0,0,0,0,0,1,0,1,1
232,Vulpes velox,mammalia,carnivora,canidae,1,0,8.5,79,2.5,1,1,0,0,51,4.5,206.2866242,0,0,0,0,0,0,0,0,0,0,0,1,0
233,Nasua narica,mammalia,carnivora,procyonidae,0,0,14,63,7,1,0,0,1,77,4.5,120,0,0,0,0,0,0,0,0,0,1,0,1,1
234,Equus zebra,mammalia,perissodactyla,equidae,1,1,25,200,288,1,0,2,1,1,1,750,1,0,0,0,0,0,0,0,0,1,0,1,0
235,Papio hamadryas,mammalia,primates,cercopithecidae,2,0,37,60,20,1,0,0,1,171.5,1,730,1,0,1,0,0,0,0,0,0,1,0,1,1
236,Pteropus alecto,mammalia,chiroptera,pteropodidae,1,0,17.5,172,0.75,1,1,2,1,133.2368421,1,150,0,0,1,0,1,0,0,0,0,1,0,0,1
237,Microtus pennsylvanicus,mammalia,rodentia,cricetidae,1,0,3,171.5,0.049,0,1,2,1,20.5,6,13,0,0,0,0,0,0,0,0,1,1,1,1,0
238,Odocoileus hemionus,mammalia,artiodactyla,cervidae,1,0,15.5,150,96.5,1,0,2,1,195,1.5,365,0,0,0,0,0,0,0,0,1,1,0,1,0
239,Nanger granti,mammalia,artiodactyla,bovidae,0,0,13,153,57.5,1,0,2,1,189,1,180,1,0,0,0,0,0,0,0,0,1,0,0,1
240,Equus hemionus,mammalia,perissodactyla,equidae,1,0,20,200,245,1,0,2,1,330,1,547.5,0,0,1,0,0,0,0,0,1,1,0,1,0
241,Paradoxurus hermaphroditus,mammalia,carnivora,viverridae,0,0,19.5,53.5,3.5,0,1,0,1,60,3.5,90,0,0,1,0,0,0,0,0,0,0,0,0,1
242,Lasiorhinus krefftii,mammalia,diprotodontia,vombatidae,1,1,25,90,31,0,1,2,0,32.53947368,1,360,0,0,0,0,1,0,0,0,0,1,0,1,0
243,Dendrolagus goodfellowi,mammalia,diprotodontia,macropodidae,0,1,11,68,7,0,1,2,1,29.5,1,360,0,0,1,0,1,0,0,0,0,0,0,1,1
244,Bos gaurus,mammalia,artiodactyla,bovidae,0,1,26,290,325.5,1,0,2,1,275,1,270,0,0,1,0,0,0,0,0,0,1,0,1,1
245,Burramys parvus,mammalia,diprotodontia,burramyidae,0,1,5.5,11.5,0.045,1,1,0,1,15,3.5,70,0,0,0,0,1,0,0,0,0,0,0,1,0
246,Lutrogale perspicillata,mammalia,carnivora,mustelidae,0,1,12,61.5,9,1,1,0,0,61,3,150,0,0,1,0,0,0,0,0,0,0,0,1,1
247,Caracal aurata,mammalia,carnivora,felidae,0,1,15,81,10.5,0,1,1,1,76.5,1.5,42,1,0,0,0,0,0,0,0,0,0,0,0,1
248,Lontra felina,mammalia,carnivora,mustelidae,0,1,14,98,4,0,0,1,0,62.5,3,300,0,0,0,0,0,0,0,0,0,0,0,1,1
249,Lepus arcticus,mammalia,lagomorpha,leporidae,1,0,5.5,56.5,3.5,0,1,2,1,50,5,59.5,0,0,0,0,0,0,0,0,0,0,1,0,0
250,Leontopithecus rosalia,mammalia,primates,callitrichidae,1,1,20,20.5,0.6,1,0,0,0,132.5,2,90,0,0,0,0,0,0,0,0,0,0,0,0,1
251,Myocastor coypus,mammalia,rodentia,echimyidae,0,0,8,50,6.5,1,1,2,1,133,4.5,52.5,0,0,1,0,0,0,0,0,0,1,0,1,1
252,Arctocephalus pusillus,mammalia,carnivora,otariidae,2,0,20,175,205,1,0,1,1,330,1,150,1,0,0,0,1,0,0,0,0,0,0,1,0
253,Galago senegalensis,mammalia,primates,galagidae,1,0,8.5,16.5,0.206,1,1,0,1,115,1.234848485,2,1,0,0,0,0,0,0,0,0,0,0,0,1
254,Atelerix frontalis,mammalia,eulipotyphla,erinaceidae,1,0,5,20,0.3525,0,1,0,0,35,6,42,1,0,0,0,0,0,0,0,0,0,0,0,1
255,Pan paniscus,mammalia,primates,hominidae,0,1,42.5,76.5,45,1,0,2,1,240,1,497.5637255,1,0,0,0,0,0,0,0,0,0,0,0,1
256,Hylobates lar,mammalia,primates,hylobatidae,0,1,37,47.5,5,1,0,2,0,225,1,540,0,0,1,0,0,0,0,0,0,0,0,0,1
257,Rangifer tarandus,mammalia,artiodactyla,cervidae,0,1,17.5,188,131,0,0,2,1,225,1,30,0,1,1,1,0,0,0,0,1,0,1,0,0
258,Procyon lotor,mammalia,carnivora,procyonidae,2,0,11,55,8,0,1,0,1,60,4.5,70,0,0,1,1,0,0,0,0,1,1,0,1,1
259,Spermophilus parryii,mammalia,rodentia,sciuridae,1,0,8.5,23,0.425,1,0,0,1,31.5,14,45.5,0,0,1,0,0,0,0,0,1,0,1,0,0
260,Ovis ammon,mammalia,artiodactyla,bovidae,0,0,11.5,168,185.5,1,0,2,1,165,1.5,120,0,0,1,0,0,0,0,0,1,1,1,0,0
261,Neophoca cinerea,mammalia,carnivora,otariidae,0,1,14,150,180,0,0,1,1,330,1,495,0,0,0,0,1,0,0,0,0,0,0,1,0
262,Marmota flaviventris,mammalia,rodentia,sciuridae,1,0,14,585,3,1,0,2,1,30,5.5,35,0,0,0,0,0,0,0,0,1,1,0,1,0
263,Tarsipes rostratus,mammalia,diprotodontia,tarsipedidae,1,0,1.5,7.5,0.0115,1,1,2,1,28,3,77,0,0,0,0,1,0,0,0,0,1,0,1,0
264,Otocyon megalotis,mammalia,carnivora,canidae,1,0,9.5,56,3,1,1,1,0,65,3.5,165,1,0,0,0,0,0,0,0,0,1,0,0,1
265,Sciurus granatensis,mammalia,rodentia,sciuridae,1,0,8.5,425,0.374,0,0,2,1,60,1.5,61,0,0,0,0,0,0,0,0,0,0,0,0,1
266,Dasyurus hallucatus,mammalia,dasyuromorphia,dasyuridae,0,1,2,309.5,0.735,0,1,1,1,23,6.5,120,0,0,0,0,1,0,0,0,0,1,0,1,1
267,Camelus bactrianus,mammalia,artiodactyla,camelidae,1,1,35,287.5,150.5,1,0,0,1,390,1.5,1460,0,0,1,0,0,0,0,0,0,1,0,1,0
268,Canis mesomelas,mammalia,carnivora,canidae,1,0,11,74,9.5,1,1,0,0,62.5,4.5,210,1,0,0,0,0,0,0,0,0,1,0,1,1
269,Procavia capensis,mammalia,hyracoidea,procaviidae,1,0,12,49,3.5,1,0,0,1,223.5,3.5,90,1,0,1,0,0,0,0,0,0,1,0,1,1
270,Felis chaus,mammalia,carnivora,felidae,0,0,15,67.5,9,0,0,1,1,64.5,2.5,255,1,0,1,0,0,0,0,0,0,1,0,1,1
271,Cynictis penicillata,mammalia,carnivora,herpestidae,1,0,15,28,0.625,1,0,1,1,49.5,3,300,1,0,0,0,0,0,0,0,0,1,0,1,0
272,Tachyglossus aculeatus,mammalia,monotremata,tachyglossidae,1,0,40,37.5,4.5,0,1,1,1,23,1,365,0,0,1,0,1,0,0,0,0,1,0,1,1
273,Cercopithecus kandti,mammalia,primates,cercopithecidae,0,1,19,108.5648855,5,1,0,2,1,150,1,730,1,0,0,0,0,0,0,0,0,0,0,0,1
274,Daubentonia madagascariensis,mammalia,primates,daubentoniidae,0,1,23,35,2,0,1,0,1,150,1,730,1,0,0,0,0,0,0,0,0,0,0,1,1
275,Catopuma temminckii,mammalia,carnivora,felidae,0,0,20,85.5,12.5,0,0,1,1,81,2,315,0,0,1,0,0,0,0,0,0,0,0,1,1
276,Balaenoptera musculus,mammalia,artiodactyla,balaenopteridae,2,1,55,2750,130000,0,0,1,0,1,1,240,1,1,1,1,1,0,0,0,1,0,1,1,1
277,Leopardus pajeros,mammalia,carnivora,felidae,0,0,12.5,60.5,5,0,1,1,1,82.5,2,206.2866242,0,0,0,0,0,0,0,0,0,1,1,1,1
278,Apodemus sylvaticus,mammalia,rodentia,muridae,1,0,2.5,105,0.02,1,1,0,1,23.5,5.5,21,1,0,1,1,0,0,0,0,1,1,1,1,0
279,Inia geoffrensis,mammalia,artiodactyla,iniidae,1,1,30,200,130,0,0,1,1,330,1,912.5,0,0,0,0,0,0,0,0,0,0,0,0,1
280,Papio anubis,mammalia,primates,cercopithecidae,2,0,27.5,108.5648855,9.576017857,1,0,0,1,187,1,240,1,0,0,0,0,0,0,0,0,1,0,0,1
281,Choloepus didactylus,mammalia,pilosa,megalonychidae,1,0,30,66,6,0,1,2,1,180,1,365,0,0,0,0,0,0,0,0,0,0,0,0,1
282,Bubalus mindorensis,mammalia,artiodactyla,bovidae,0,1,22.5,200,240,0,1,2,1,300,1,1095,0,0,1,0,0,0,0,0,0,0,0,0,1
283,Pteronura brasiliensis,mammalia,carnivora,mustelidae,0,1,13.5,100,27,1,0,1,0,67.5,3,105,0,0,0,0,0,0,0,0,0,0,0,0,1
284,Callospermophilus lateralis,mammalia,rodentia,sciuridae,1,0,6,265,0.257,0,0,0,1,29.5,5,29,0,0,0,0,0,0,0,0,1,1,0,1,0
285,Gymnobelideus leadbeateri,mammalia,diprotodontia,petauridae,0,1,8,15.5,0.135,1,1,0,0,20,1.5,375,0,0,0,0,1,0,0,0,0,0,0,1,0
286,Papio cynocephalus,mammalia,primates,cercopithecidae,1,0,25,66,29,1,0,2,1,178,1,365,1,0,0,0,0,0,0,0,0,1,0,1,1
287,Petrogale penicillata,mammalia,diprotodontia,macropodidae,0,1,7.5,55,7,1,1,2,1,32.53947368,1,270,0,0,0,0,1,0,0,0,0,1,0,1,0
288,Macropus giganteus,mammalia,diprotodontia,macropodidae,1,0,13.5,163,41.5,1,1,2,1,36,1,540,0,0,0,0,1,0,0,0,0,1,0,1,1
289,Mesocricetus auratus,mammalia,rodentia,cricetidae,0,1,3,15.5,0.1125,0,1,0,1,16,10,20,0,0,1,0,0,0,0,0,0,1,0,0,0
290,Vulpes macrotis,mammalia,carnivora,canidae,0,0,8.5,495,1.5,1,1,0,0,52,4,165,0,0,0,0,0,0,0,0,0,1,0,1,1
291,Arctocephalus forsteri,mammalia,carnivora,otariidae,2,0,13.5,150,105,1,0,1,1,270,1,285,0,0,0,0,1,0,0,0,0,0,0,1,0
292,Poliocitellus franklinii,mammalia,rodentia,sciuridae,0,0,3,38.5,0.635,1,0,0,1,28,7.5,40,0,0,0,0,0,0,0,0,1,1,0,1,0
293,Mephitis mephitis,mammalia,carnivora,mephitidae,1,0,5.5,60.5,3,0,1,0,1,68,6,45.5,0,0,0,0,0,0,0,0,1,1,0,1,0
294,Ateles paniscus,mammalia,primates,atelidae,0,1,40,55,8.5,1,0,2,1,229,4,495,0,0,0,0,0,0,0,0,0,0,0,0,1
295,Tragelaphus eurycerus,mammalia,artiodactyla,bovidae,0,0,19,250,277.5,0,1,2,1,270,1,180,1,0,0,0,0,0,0,0,0,0,0,0,1
296,Enhydra lutris,mammalia,carnivora,mustelidae,0,1,21,100,29.5,1,0,1,1,1,1,210,0,0,1,0,0,0,0,0,0,0,0,1,0
297,Prionailurus bengalensis,mammalia,carnivora,felidae,1,0,12,52.5,1.5,0,1,1,1,67.5,3.127071823,240,0,0,1,0,0,0,0,0,1,1,0,1,1
298,Cricetus cricetus,mammalia,rodentia,cricetidae,0,0,7.86259542,27.5,0.34,0,0,0,1,19,9,21,0,0,1,1,0,0,0,0,0,0,0,1,0
299,Symphalangus syndactylus,mammalia,primates,hylobatidae,0,1,27.5,108.5648855,12,1,0,2,0,230,1,2190,0,0,1,0,0,0,0,0,0,0,0,0,1
300,Sminthopsis crassicaudata,mammalia,dasyuromorphia,dasyuridae,1,0,1,75,0.015,0,1,3,1,14.5,7,70,0,0,0,0,1,0,0,0,0,1,0,1,0
301,Scalopus aquaticus,mammalia,eulipotyphla,talpidae,1,0,36,140,0.086,0,0,1,0,45,3.5,28,0,0,0,0,0,0,0,0,1,0,0,1,0
302,Pongo pygmaeus,mammalia,primates,hominidae,0,1,52.5,100,65,0,0,2,1,270,1,3650,0,0,1,0,0,0,0,0,0,0,0,0,1
303,Lemmus lemmus,mammalia,rodentia,cricetidae,1,0,2,12.5,0.075,0,1,2,1,19.5,9,15,0,0,1,1,0,0,0,0,1,0,1,0,0
304,Lycaon pictus,mammalia,carnivora,canidae,0,1,10.5,91.5,27,1,0,1,0,71,11,35,1,0,0,0,0,0,0,0,0,0,0,0,1
305,Eulemur flavifrons,mammalia,primates,lemuridae,0,1,22.5,42,1.5,1,0,2,1,124.5,1.5,165,1,0,0,0,0,0,0,0,0,0,0,0,1
306,Myodes glareolus,mammalia,rodentia,cricetidae,1,0,2,102,0.0255,1,1,2,1,20.5,3.5,22.5,0,0,1,1,0,0,0,0,1,0,0,1,0
307,Pusa caspica,mammalia,carnivora,phocidae,1,1,42.5,100,68,1,0,1,0,330,1,30,0,0,1,0,0,0,0,0,0,0,0,1,0
308,Mandrillus sphinx,mammalia,primates,cercopithecidae,1,1,32.5,75,23.5,1,0,0,1,180,1,270,1,0,0,0,0,0,0,0,0,0,0,0,1
309,Potorous gilbertii,mammalia,diprotodontia,potoroidae,0,1,9.5,270,0.4505,1,1,2,1,32.53947368,1.423913043,180,0,0,0,0,1,0,0,0,0,0,0,1,0
310,Peromyscus leucopus,mammalia,rodentia,cricetidae,1,0,2,95,0.025,0,1,0,1,25,4.658914729,21,0,0,0,0,0,0,0,0,1,1,0,1,1
311,Glaucomys sabrinus,mammalia,rodentia,sciuridae,1,0,8.5,31,0.1075,1,1,2,1,39.5,3,90,0,0,0,0,0,0,0,0,1,0,1,1,0
312,Odobenus rosmarus,mammalia,carnivora,odobenidae,1,1,35,295,425.5,1,0,1,1,450,1,912.5,0,0,1,1,0,0,0,0,1,0,1,0,0
313,Cacajao calvus,mammalia,primates,pitheciidae,0,1,22.5,24,2.5,1,0,2,0,180,1,120,0,0,0,0,0,0,0,0,0,0,0,0,1
314,Viverricula indica,mammalia,carnivora,viverridae,1,0,8.5,55.5,3,0,1,0,1,122.66,3.5,206.2866242,0,0,1,0,0,0,0,0,0,0,0,0,1
315,Erethizon dorsatum,mammalia,rodentia,erethizontidae,1,0,18,75,10.5,0,1,2,1,210,1,150,0,0,0,0,0,0,0,0,1,1,1,1,0
316,Choeropsis liberiensis,mammalia,artiodactyla,hippopotamidae,0,1,40,162.5,227.5,0,1,2,0,197,1,210,1,0,0,0,0,0,0,0,0,0,0,0,1
317,Hydrochoerus hydrochaeris,mammalia,rodentia,caviidae,1,0,9,120,50.5,1,0,2,1,150,5,365,0,0,0,0,0,0,0,0,0,1,0,1,1
318,Suncus etruscus,mammalia,eulipotyphla,soricidae,1,0,2,4,0.0015,0,1,1,0,27.5,4,24.5,1,0,1,1,0,0,0,0,0,0,0,1,1
319,Hippopotamus amphibius,mammalia,artiodactyla,hippopotamidae,0,1,55,250,2500,1,1,2,1,240,1,540,1,0,0,0,0,0,0,0,0,1,0,1,1
320,Dipodomys deserti,mammalia,rodentia,heteromyidae,1,0,6.5,336.5,0.1155,0,1,2,1,30.5,3.5,21,0,0,0,0,0,0,0,0,0,1,0,0,0
321,Crossarchus obscurus,mammalia,carnivora,herpestidae,1,0,9.5,37.5,0.5,1,0,0,1,56,3,21,1,0,0,0,0,0,0,0,0,0,0,0,1
322,Phascolarctos cinereus,mammalia,diprotodontia,phascolarctidae,0,1,15,126.2674419,9.5,0,1,2,1,35,1,365,0,0,0,0,1,0,0,0,0,1,0,1,1
323,Bison bison,mammalia,artiodactyla,bovidae,1,0,27.5,250,659,1,0,2,1,285,1,365,0,0,0,0,0,0,0,0,1,1,0,1,0
324,Rhinopithecus avunculus,mammalia,primates,cercopithecidae,0,1,24.5,58,11,1,0,2,1,200,1.5,497.5637255,0,0,1,0,0,0,0,0,0,0,0,1,0
325,Spilogale putorius,mammalia,carnivora,mephitidae,0,1,10,25,0.6825,1,1,0,1,57.5,5.5,60,0,0,0,0,0,0,0,0,1,0,0,1,0
326,Leptonychotes weddellii,mammalia,carnivora,phocidae,1,0,30,250,500,1,1,1,1,285,1,42,1,1,0,0,1,0,0,0,1,0,1,0,0
327,Ammotragus lervia,mammalia,artiodactyla,bovidae,0,1,15,160,90,1,0,2,1,160,1.5,42,1,0,0,0,0,0,0,0,1,1,0,1,0
328,Ateles hybridus,mammalia,primates,atelidae,0,1,18.5,50,8,1,0,2,1,229,1,480,0,0,0,0,0,0,0,0,0,1,0,0,1
329,Bubalus arnee,mammalia,artiodactyla,bovidae,0,1,18.5,270,950,1,1,2,1,330,1,547.5,0,0,1,0,0,0,0,0,0,1,0,1,1
330,Eira barbara,mammalia,carnivora,mustelidae,0,0,18,63.5,4.5,0,0,0,1,65,2,300,0,0,0,0,0,0,0,0,0,0,0,0,1
331,Potos flavus,mammalia,carnivora,procyonidae,0,0,30,50,2.5,1,1,2,1,109,1.5,240,0,0,0,0,0,0,0,0,0,0,0,0,1
332,Marmota monax,mammalia,rodentia,sciuridae,1,0,6.5,52.5,3,0,0,2,1,31.5,5,60,0,0,0,0,0,0,0,0,1,1,1,1,0
333,Rhinoceros unicornis,mammalia,perissodactyla,rhinocerotidae,2,1,45,345,1500,0,1,2,1,480,1,1095,0,0,1,0,0,0,0,0,0,1,0,1,1
